row_id,col_id,well_id,value,plate_id,time_hr,is_blank,exclude_from_analysis,exclude_reason,family_id_group,sample_id_group,treatment_group,width_mm_measurement,length_mm_measurement,weight_mg_measurement,area_mm2_measurement,value_t0,fold_change,trace_id,mean_blank_fc,corrected_fc,metabolism_per_area_mm2_measurement
B,2,B2,10352,c-blue,1.5,FALSE,FALSE,NA,blue,7,control,NA,NA,NA,76.055,493,20.997971602434077,7,0.941045992814102,20.056925609619974,0.2637160687610278
B,3,B3,3947,c-blue,1.5,FALSE,FALSE,NA,blue,8,control,NA,NA,NA,128.117,233,16.93991416309013,8,0.941045992814102,15.998868170276028,0.1248770121863299
B,4,B4,2442,c-blue,1.5,FALSE,FALSE,NA,blue,9,control,NA,NA,NA,58.377,302,8.086092715231787,9,0.941045992814102,7.1450467224176855,0.12239489392085386
B,5,B5,10241,c-blue,1.5,FALSE,FALSE,NA,blue,10,control,NA,NA,NA,85.486,232,44.14224137931034,10,0.941045992814102,43.20119538649624,0.5053598880108583
C,1,C1,4432,c-blue,1.5,FALSE,FALSE,NA,blue,11,control,NA,NA,NA,58.715,256,17.3125,11,0.941045992814102,16.371454007185896,0.27882915791851987
C,2,C2,7163,c-blue,1.5,FALSE,FALSE,NA,blue,12,control,NA,NA,NA,97.032,570,12.566666666666666,12,0.941045992814102,11.625620673852564,0.11981223383886311
C,3,C3,2664,c-blue,1.5,FALSE,FALSE,NA,blue,13,control,NA,NA,NA,82.621,265,10.052830188679245,13,0.941045992814102,9.111784195865143,0.11028411899959022
C,4,C4,5892,c-blue,1.5,FALSE,FALSE,NA,blue,14,control,NA,NA,NA,87.409,345,17.078260869565216,14,0.941045992814102,16.137214876751116,0.18461731488463562
C,5,C5,8288,c-blue,1.5,FALSE,FALSE,NA,blue,15,control,NA,NA,NA,63.604,308,26.90909090909091,15,0.941045992814102,25.96804491627681,0.40827691522980963
D,1,D1,3368,c-blue,1.5,FALSE,FALSE,NA,blue,16,control,NA,NA,NA,74.513,214,15.738317757009346,16,0.941045992814102,14.797271764195244,0.1985864448377497
D,2,D2,7928,c-blue,1.5,FALSE,FALSE,NA,blue,17,control,NA,NA,NA,94.415,272,29.147058823529413,17,0.941045992814102,28.20601283071531,0.29874503871964525
D,3,D3,6009,c-blue,1.5,FALSE,FALSE,NA,blue,18,control,NA,NA,NA,81.083,330,18.20909090909091,18,0.941045992814102,17.268044916276807,0.21296751373625553
D,4,D4,3602,c-blue,1.5,FALSE,FALSE,NA,blue,19,control,NA,NA,NA,86.881,276,13.05072463768116,19,0.941045992814102,12.109678644867058,0.13938235799388887
D,5,D5,7907,c-blue,1.5,FALSE,FALSE,NA,blue,20,control,NA,NA,NA,63.532,271,29.177121771217713,20,0.941045992814102,28.23607577840361,0.44443864160428775
A,1,A1,5797,c-blue,2,FALSE,FALSE,NA,blue,1,control,NA,NA,NA,104.746,230,25.204347826086956,1,0.9453567011310379,24.25899112495592,0.2315982579282829
A,2,A2,7279,c-blue,2,FALSE,FALSE,NA,blue,2,control,NA,NA,NA,102.152,304,23.94407894736842,2,0.9453567011310379,22.998722246237385,0.2251421631121993
A,3,A3,10538,c-blue,2,FALSE,FALSE,NA,blue,3,control,NA,NA,NA,84.599,253,41.65217391304348,3,0.9453567011310379,40.70681721191244,0.48117373978312317
A,4,A4,10037,c-blue,2,FALSE,FALSE,NA,blue,4,control,NA,NA,NA,59.243,376,26.694148936170212,4,0.9453567011310379,25.748792235039176,0.4346301206056272
A,5,A5,9012,c-blue,2,FALSE,FALSE,NA,blue,5,control,NA,NA,NA,86.103,389,23.167095115681235,5,0.9453567011310379,22.2217384145502,0.25808320749044983
B,1,B1,6610,c-blue,2,FALSE,FALSE,NA,blue,6,control,NA,NA,NA,97.581,278,23.776978417266186,6,0.9453567011310379,22.83162171613515,0.23397609899606633
B,2,B2,9830,c-blue,2,FALSE,FALSE,NA,blue,7,control,NA,NA,NA,76.055,493,19.939148073022313,7,0.9453567011310379,18.993791371891277,0.24973757638408092
B,3,B3,5650,c-blue,2,FALSE,FALSE,NA,blue,8,control,NA,NA,NA,128.117,233,24.248927038626608,8,0.9453567011310379,23.30357033749557,0.1818928817994144
B,4,B4,3187,c-blue,2,FALSE,FALSE,NA,blue,9,control,NA,NA,NA,58.377,302,10.552980132450331,9,0.9453567011310379,9.607623431319293,0.1645789168905441
B,5,B5,10100,c-blue,2,FALSE,FALSE,NA,blue,10,control,NA,NA,NA,85.486,232,43.53448275862069,10,0.9453567011310379,42.58912605748965,0.49820001003076114
C,1,C1,5222,c-blue,2,FALSE,FALSE,NA,blue,11,control,NA,NA,NA,58.715,256,20.3984375,11,0.9453567011310379,19.453080798868964,0.331313647259967
C,2,C2,8117,c-blue,2,FALSE,FALSE,NA,blue,12,control,NA,NA,NA,97.032,570,14.240350877192983,12,0.9453567011310379,13.294994176061945,0.13701659427881466
C,3,C3,3887,c-blue,2,FALSE,FALSE,NA,blue,13,control,NA,NA,NA,82.621,265,14.667924528301887,13,0.9453567011310379,13.722567827170849,0.16609055599872732
C,4,C4,6676,c-blue,2,FALSE,FALSE,NA,blue,14,control,NA,NA,NA,87.409,345,19.35072463768116,14,0.9453567011310379,18.405367936550125,0.21056605082485927
C,5,C5,8917,c-blue,2,FALSE,FALSE,NA,blue,15,control,NA,NA,NA,63.604,308,28.9512987012987,15,0.9453567011310379,28.005942000167664,0.44031730709024064
D,1,D1,3871,c-blue,2,FALSE,FALSE,NA,blue,16,control,NA,NA,NA,74.513,214,18.088785046728972,16,0.9453567011310379,17.143428345597936,0.230072985191818
D,2,D2,9401,c-blue,2,FALSE,FALSE,NA,blue,17,control,NA,NA,NA,94.415,272,34.5625,17,0.9453567011310379,33.61714329886896,0.35605722924184674
D,3,D3,6818,c-blue,2,FALSE,FALSE,NA,blue,18,control,NA,NA,NA,81.083,330,20.66060606060606,18,0.9453567011310379,19.715249359475024,0.2431489875741527
D,4,D4,4467,c-blue,2,FALSE,FALSE,NA,blue,19,control,NA,NA,NA,86.881,276,16.184782608695652,19,0.9453567011310379,15.239425907564614,0.17540573782028998
D,5,D5,8092,c-blue,2,FALSE,FALSE,NA,blue,20,control,NA,NA,NA,63.532,271,29.85977859778598,20,0.9453567011310379,28.914421896654943,0.4551158769856914
A,1,A1,329,c-red,0,FALSE,FALSE,NA,tweed,21,control,NA,NA,NA,71.994,329,1,21,1,0,0
A,2,A2,303,c-red,0,FALSE,FALSE,NA,tweed,22,control,NA,NA,NA,72.805,303,1,22,1,0,0
A,3,A3,252,c-red,0,FALSE,FALSE,NA,tweed,23,control,NA,NA,NA,66.354,252,1,23,1,0,0
A,4,A4,315,c-red,0,FALSE,FALSE,NA,tweed,24,control,NA,NA,NA,61.983,315,1,24,1,0,0
A,5,A5,1151,c-red,0,FALSE,FALSE,NA,tweed,25,control,NA,NA,NA,74.882,1151,1,25,1,0,0
B,1,B1,383,c-red,0,FALSE,FALSE,NA,tweed,26,control,NA,NA,NA,82.164,383,1,26,1,0,0
B,2,B2,506,c-red,0,FALSE,FALSE,NA,tweed,27,control,NA,NA,NA,99.605,506,1,27,1,0,0
B,3,B3,313,c-red,0,FALSE,FALSE,NA,tweed,28,control,NA,NA,NA,79.645,313,1,28,1,0,0
B,4,B4,415,c-red,0,FALSE,FALSE,NA,tweed,29,control,NA,NA,NA,58.412,415,1,29,1,0,0
B,5,B5,335,c-red,0,FALSE,FALSE,NA,tweed,30,control,NA,NA,NA,73.746,335,1,30,1,0,0
C,1,C1,320,c-red,0,FALSE,FALSE,NA,tweed,31,control,NA,NA,NA,81.913,320,1,31,1,0,0
C,2,C2,768,c-red,0,FALSE,FALSE,NA,tweed,32,control,NA,NA,NA,102.427,768,1,32,1,0,0
C,3,C3,341,c-red,0,FALSE,FALSE,NA,tweed,33,control,NA,NA,NA,66.711,341,1,33,1,0,0
C,4,C4,419,c-red,0,FALSE,FALSE,NA,tweed,34,control,NA,NA,NA,100.066,419,1,34,1,0,0
C,5,C5,252,c-red,0,FALSE,FALSE,NA,tweed,35,control,NA,NA,NA,89.189,252,1,35,1,0,0
D,1,D1,368,c-red,0,FALSE,FALSE,NA,tweed,36,control,NA,NA,NA,56.825,368,1,36,1,0,0
D,2,D2,516,c-red,0,FALSE,FALSE,NA,tweed,37,control,NA,NA,NA,89.18,516,1,37,1,0,0
D,3,D3,434,c-red,0,FALSE,FALSE,NA,tweed,38,control,NA,NA,NA,70.575,434,1,38,1,0,0
D,4,D4,313,c-red,0,FALSE,FALSE,NA,tweed,39,control,NA,NA,NA,79.301,313,1,39,1,0,0
D,5,D5,293,c-red,0,FALSE,FALSE,NA,tweed,40,control,NA,NA,NA,66.713,293,1,40,1,0,0
A,1,A1,3754,c-red,0.5,FALSE,FALSE,NA,tweed,21,control,NA,NA,NA,71.994,329,11.410334346504559,21,1.0153583531886439,10.394975993315915,0.14438669879873206
A,2,A2,3038,c-red,0.5,FALSE,FALSE,NA,tweed,22,control,NA,NA,NA,72.805,303,10.026402640264026,22,1.0153583531886439,9.011044287075382,0.12376958020843873
A,3,A3,2184,c-red,0.5,FALSE,FALSE,NA,tweed,23,control,NA,NA,NA,66.354,252,8.666666666666666,23,1.0153583531886439,7.651308313478022,0.11531043062178652
A,4,A4,2652,c-red,0.5,FALSE,FALSE,NA,tweed,24,control,NA,NA,NA,61.983,315,8.41904761904762,24,1.0153583531886439,7.403689265858976,0.11944709462044392
A,5,A5,2939,c-red,0.5,FALSE,FALSE,NA,tweed,25,control,NA,NA,NA,74.882,1151,2.5534317984361423,25,1.0153583531886439,1.5380734452474984,0.02053996214373946
B,1,B1,4243,c-red,0.5,FALSE,FALSE,NA,tweed,26,control,NA,NA,NA,82.164,383,11.078328981723237,26,1.0153583531886439,10.062970628534593,0.12247420559532878
B,2,B2,3231,c-red,0.5,FALSE,FALSE,NA,tweed,27,control,NA,NA,NA,99.605,506,6.3853754940711465,27,1.0153583531886439,5.370017140882503,0.05391312826547365
B,3,B3,2381,c-red,0.5,FALSE,FALSE,NA,tweed,28,control,NA,NA,NA,79.645,313,7.60702875399361,28,1.0153583531886439,6.591670400804967,0.08276314145024756
B,4,B4,1979,c-red,0.5,FALSE,FALSE,NA,tweed,29,control,NA,NA,NA,58.412,415,4.768674698795181,29,1.0153583531886439,3.753316345606537,0.06425591223732345
B,5,B5,2727,c-red,0.5,FALSE,FALSE,NA,tweed,30,control,NA,NA,NA,73.746,335,8.140298507462687,30,1.0153583531886439,7.124940154274043,0.09661459813785213
C,1,C1,1707,c-red,0.5,FALSE,FALSE,NA,tweed,31,control,NA,NA,NA,81.913,320,5.334375,31,1.0153583531886439,4.319016646811356,0.05272687664731308
C,2,C2,3019,c-red,0.5,FALSE,FALSE,NA,tweed,32,control,NA,NA,NA,102.427,768,3.9309895833333335,32,1.0153583531886439,2.9156312301446894,0.02846545569180674
C,3,C3,2580,c-red,0.5,FALSE,FALSE,NA,tweed,33,control,NA,NA,NA,66.711,341,7.5659824046920825,33,1.0153583531886439,6.550624051503439,0.09819406172150678
C,4,C4,3998,c-red,0.5,FALSE,FALSE,NA,tweed,34,control,NA,NA,NA,100.066,419,9.541766109785202,34,1.0153583531886439,8.526407756596559,0.08520784039130733
C,5,C5,1467,c-red,0.5,FALSE,FALSE,NA,tweed,35,control,NA,NA,NA,89.189,252,5.821428571428571,35,1.0153583531886439,4.8060702182399275,0.05388635614526374
D,1,D1,1445,c-red,0.5,FALSE,FALSE,NA,tweed,36,control,NA,NA,NA,56.825,368,3.926630434782609,36,1.0153583531886439,2.9112720815939648,0.05123224076716172
D,2,D2,3357,c-red,0.5,FALSE,FALSE,NA,tweed,37,control,NA,NA,NA,89.18,516,6.505813953488372,37,1.0153583531886439,5.490455600299728,0.0615659968636435
D,3,D3,2539,c-red,0.5,FALSE,FALSE,NA,tweed,38,control,NA,NA,NA,70.575,434,5.850230414746544,38,1.0153583531886439,4.8348720615579,0.06850686590942827
D,4,D4,2424,c-red,0.5,FALSE,FALSE,NA,tweed,39,control,NA,NA,NA,79.301,313,7.744408945686901,39,1.0153583531886439,6.7290505924982575,0.08485454902836355
D,5,D5,2482,c-red,0.5,FALSE,FALSE,NA,tweed,40,control,NA,NA,NA,66.713,293,8.47098976109215,40,1.0153583531886439,7.455631407903507,0.11175680014245361
A,1,A1,6597,c-red,1,FALSE,FALSE,NA,tweed,21,control,NA,NA,NA,71.994,329,20.051671732522795,21,1.0321121235335744,19.01955960898922,0.2641825653386285
A,2,A2,6578,c-red,1,FALSE,FALSE,NA,tweed,22,control,NA,NA,NA,72.805,303,21.70957095709571,22,1.0321121235335744,20.677458833562135,0.2840115216477183
A,3,A3,3099,c-red,1,FALSE,FALSE,NA,tweed,23,control,NA,NA,NA,66.354,252,12.297619047619047,23,1.0321121235335744,11.265506924085473,0.16977886674632237
A,4,A4,4392,c-red,1,FALSE,FALSE,NA,tweed,24,control,NA,NA,NA,61.983,315,13.942857142857143,24,1.0321121235335744,12.910745019323569,0.208294936019934
A,5,A5,5094,c-red,1,FALSE,FALSE,NA,tweed,25,control,NA,NA,NA,74.882,1151,4.425716768027802,25,1.0321121235335744,3.3936046444942276,0.045319364393235056
B,1,B1,8149,c-red,1,FALSE,FALSE,NA,tweed,26,control,NA,NA,NA,82.164,383,21.276762402088774,26,1.0321121235335744,20.2446502785552,0.24639319262152765
B,2,B2,9079,c-red,1,FALSE,FALSE,NA,tweed,27,control,NA,NA,NA,99.605,506,17.942687747035574,27,1.0321121235335744,16.910575623501998,0.1697763729080066
B,3,B3,4052,c-red,1,FALSE,FALSE,NA,tweed,28,control,NA,NA,NA,79.645,313,12.945686900958467,28,1.0321121235335744,11.913574777424893,0.14958346132745173
B,4,B4,3776,c-red,1,FALSE,FALSE,NA,tweed,29,control,NA,NA,NA,58.412,415,9.098795180722892,29,1.0321121235335744,8.066683057189318,0.13809975787833523
B,5,B5,5685,c-red,1,FALSE,FALSE,NA,tweed,30,control,NA,NA,NA,73.746,335,16.970149253731343,30,1.0321121235335744,15.938037130197769,0.21612069983724908
C,1,C1,3782,c-red,1,FALSE,FALSE,NA,tweed,31,control,NA,NA,NA,81.913,320,11.81875,31,1.0321121235335744,10.786637876466425,0.13168407794204126
C,2,C2,5848,c-red,1,FALSE,FALSE,NA,tweed,32,control,NA,NA,NA,102.427,768,7.614583333333333,32,1.0321121235335744,6.582471209799759,0.06426500053501283
C,3,C3,4853,c-red,1,FALSE,FALSE,NA,tweed,33,control,NA,NA,NA,66.711,341,14.2316715542522,33,1.0321121235335744,13.199559430718626,0.19786181335489839
C,4,C4,5993,c-red,1,FALSE,FALSE,NA,tweed,34,control,NA,NA,NA,100.066,419,14.30310262529833,34,1.0321121235335744,13.270990501764755,0.13262237425064213
C,5,C5,4293,c-red,1,FALSE,FALSE,NA,tweed,35,control,NA,NA,NA,89.189,252,17.035714285714285,35,1.0321121235335744,16.00360216218071,0.17943470789201257
D,1,D1,2923,c-red,1,FALSE,FALSE,NA,tweed,36,control,NA,NA,NA,56.825,368,7.942934782608695,36,1.0321121235335744,6.910822659075121,0.1216158848935349
D,2,D2,7534,c-red,1,FALSE,FALSE,NA,tweed,37,control,NA,NA,NA,89.18,516,14.60077519379845,37,1.0321121235335744,13.568663070264876,0.15214917100543704
D,3,D3,5685,c-red,1,FALSE,FALSE,NA,tweed,38,control,NA,NA,NA,70.575,434,13.099078341013826,38,1.0321121235335744,12.066966217480251,0.1709807469710273
D,4,D4,5307,c-red,1,FALSE,FALSE,NA,tweed,39,control,NA,NA,NA,79.301,313,16.955271565495206,39,1.0321121235335744,15.923159441961632,0.2007939299877887
D,5,D5,4127,c-red,1,FALSE,FALSE,NA,tweed,40,control,NA,NA,NA,66.713,293,14.085324232081911,40,1.0321121235335744,13.053212108548337,0.19566219640172586
A,1,A1,7511,c-red,1.5,FALSE,FALSE,NA,tweed,21,control,NA,NA,NA,71.994,329,22.829787234042552,21,1.0146346352357642,21.815152598806787,0.303013481662455
A,2,A2,8491,c-red,1.5,FALSE,FALSE,NA,tweed,22,control,NA,NA,NA,72.805,303,28.023102310231025,22,1.0146346352357642,27.00846767499526,0.3709699563902927
A,3,A3,4262,c-red,1.5,FALSE,FALSE,NA,tweed,23,control,NA,NA,NA,66.354,252,16.91269841269841,23,1.0146346352357642,15.898063777462648,0.2395946555966882
A,4,A4,5288,c-red,1.5,FALSE,FALSE,NA,tweed,24,control,NA,NA,NA,61.983,315,16.787301587301588,24,1.0146346352357642,15.772666952065824,0.25446762744729723
A,5,A5,7043,c-red,1.5,FALSE,FALSE,NA,tweed,25,control,NA,NA,NA,74.882,1151,6.119026933101651,25,1.0146346352357642,5.104392297865886,0.06816581151499541
B,1,B1,8931,c-red,1.5,FALSE,FALSE,NA,tweed,26,control,NA,NA,NA,82.164,383,23.318537859007833,26,1.0146346352357642,22.303903223772068,0.2714559079861261
