experiment_dir,source_file,parse_ok,parse_error,n_wells,min_time_hr,max_time_hr,layout_status,duplicate_timepoints
20260401-clam-Day2-36C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260401-clam-Day2-36C-C-vs-S/plate-D-T0.0.txt,TRUE,NA,12,0,0,missing,FALSE
20260401-clam-Day2-36C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260401-clam-Day2-36C-C-vs-S/plate-D-T1.0.txt,TRUE,NA,12,1,1,missing,FALSE
20260401-clam-Day2-36C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260401-clam-Day2-36C-C-vs-S/plate-D-T2.0.txt,TRUE,NA,12,2,2,missing,FALSE
20260401-clam-Day2-36C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260401-clam-Day2-36C-C-vs-S/plate-D-T3.0.txt,TRUE,NA,12,3,3,missing,FALSE
20260401-clam-Day2-36C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260401-clam-Day2-36C-C-vs-S/plate-D-T4.0.txt,TRUE,NA,12,4,4,missing,FALSE
20260401-clam-Day2-36C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260401-clam-Day2-36C-C-vs-S/plate-E-T0.0.txt,TRUE,NA,12,0,0,missing,FALSE
20260401-clam-Day2-36C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260401-clam-Day2-36C-C-vs-S/plate-E-T1.0.txt,TRUE,NA,12,1,1,missing,FALSE
20260401-clam-Day2-36C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260401-clam-Day2-36C-C-vs-S/plate-E-T2.0.txt,TRUE,NA,12,2,2,missing,FALSE
20260401-clam-Day2-36C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260401-clam-Day2-36C-C-vs-S/plate-E-T3.0.txt,TRUE,NA,12,3,3,missing,FALSE
20260401-clam-Day2-36C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260401-clam-Day2-36C-C-vs-S/plate-E-T4.0.txt,TRUE,NA,12,4,4,missing,FALSE
20260401-clam-Day2-36C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260401-clam-Day2-36C-C-vs-S/plate-F-T0.0.txt,TRUE,NA,12,0,0,missing,FALSE
20260401-clam-Day2-36C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260401-clam-Day2-36C-C-vs-S/plate-F-T1.0.txt,TRUE,NA,12,1,1,missing,FALSE
20260401-clam-Day2-36C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260401-clam-Day2-36C-C-vs-S/plate-F-T2.0.txt,TRUE,NA,12,2,2,missing,FALSE
20260401-clam-Day2-36C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260401-clam-Day2-36C-C-vs-S/plate-F-T3.0.txt,TRUE,NA,12,3,3,missing,FALSE
20260401-clam-Day2-36C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260401-clam-Day2-36C-C-vs-S/plate-F-T4.0.txt,TRUE,NA,12,4,4,missing,FALSE
